Air Date,Airdate,City,Country,Day,Description,Episode,Latitude,Longitude,Month1,Month,Number of Records,Order,Region,Season,Show,Source,State,Title,Year
3/27/2006,"March 27, 2006",Beijing,China,27,"In this special two-hour season two premiere, Tony's culinary journey takes him to the main hubs of Asian cuisine: Japan and China. In Japan, he visits Osaka, where he learns all about the Hanshin Tigers-Yomiuri Giants baseball rivalry; to Japan's version of vaudeville, manzai; and to kuidaore (eating oneself to ruin) where he samples takoyaki, okonomiyaki and later sushi. From there, Tony meets up with an old friend, Michiko, and they travel to Kisoji for a water purification ritual; learn the exchange of meishi and help celebrate Obon. Later, Tony attends a Hanshin Tigers game. In China, a country Tony has never visited, he attempts to tackle as much of its cuisine and culture as he can in a short period of time. Beijing is Tony's first stop, where he samples Peking duck, the nasty bits of a sheep, and a variety of noodles at a noodle house. Tony gets a lesson in Chinese calligraphy and visits a doctor for some traditional Chinese medicine such as acupuncture, fire cupping, and electroacupuncture. From there, Tony is off to Sichuan province, where he receives an unorthodox ear cleaning, visits the Jianfu Temple, center of Taoism during the Tang dynasty, and samples Szechuan hotpot. He ends his visit in a village outside of Chengdu for a family dinner that uses the old methods of Chinese cooking.",1,39.9042,116.407396,3,March,1,64,Asia,2,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Asia Special: China & Japan,2006
3/27/2006,"March 27, 2006",Chengdu,China,27,"In this special two-hour season two premiere, Tony's culinary journey takes him to the main hubs of Asian cuisine: Japan and China. In Japan, he visits Osaka, where he learns all about the Hanshin Tigers-Yomiuri Giants baseball rivalry; to Japan's version of vaudeville, manzai; and to kuidaore (eating oneself to ruin) where he samples takoyaki, okonomiyaki and later sushi. From there, Tony meets up with an old friend, Michiko, and they travel to Kisoji for a water purification ritual; learn the exchange of meishi and help celebrate Obon. Later, Tony attends a Hanshin Tigers game. In China, a country Tony has never visited, he attempts to tackle as much of its cuisine and culture as he can in a short period of time. Beijing is Tony's first stop, where he samples Peking duck, the nasty bits of a sheep, and a variety of noodles at a noodle house. Tony gets a lesson in Chinese calligraphy and visits a doctor for some traditional Chinese medicine such as acupuncture, fire cupping, and electroacupuncture. From there, Tony is off to Sichuan province, where he receives an unorthodox ear cleaning, visits the Jianfu Temple, center of Taoism during the Tang dynasty, and samples Szechuan hotpot. He ends his visit in a village outside of Chengdu for a family dinner that uses the old methods of Chinese cooking.",1,30.572815,104.066801,3,March,1,65,Asia,2,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Asia Special: China & Japan,2006
3/27/2006,"March 27, 2006",Kisoji,Japan,27,"In this special two-hour season two premiere, Tony's culinary journey takes him to the main hubs of Asian cuisine: Japan and China. In Japan, he visits Osaka, where he learns all about the Hanshin Tigers-Yomiuri Giants baseball rivalry; to Japan's version of vaudeville, manzai; and to kuidaore (eating oneself to ruin) where he samples takoyaki, okonomiyaki and later sushi. From there, Tony meets up with an old friend, Michiko, and they travel to Kisoji for a water purification ritual; learn the exchange of meishi and help celebrate Obon. Later, Tony attends a Hanshin Tigers game. In China, a country Tony has never visited, he attempts to tackle as much of its cuisine and culture as he can in a short period of time. Beijing is Tony's first stop, where he samples Peking duck, the nasty bits of a sheep, and a variety of noodles at a noodle house. Tony gets a lesson in Chinese calligraphy and visits a doctor for some traditional Chinese medicine such as acupuncture, fire cupping, and electroacupuncture. From there, Tony is off to Sichuan province, where he receives an unorthodox ear cleaning, visits the Jianfu Temple, center of Taoism during the Tang dynasty, and samples Szechuan hotpot. He ends his visit in a village outside of Chengdu for a family dinner that uses the old methods of Chinese cooking.",1,36.074885,138.089862,3,March,1,66,Asia,2,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Asia Special: China & Japan,2006
3/27/2006,"March 27, 2006",Osaka,Japan,27,"In this special two-hour season two premiere, Tony's culinary journey takes him to the main hubs of Asian cuisine: Japan and China. In Japan, he visits Osaka, where he learns all about the Hanshin Tigers-Yomiuri Giants baseball rivalry; to Japan's version of vaudeville, manzai; and to kuidaore (eating oneself to ruin) where he samples takoyaki, okonomiyaki and later sushi. From there, Tony meets up with an old friend, Michiko, and they travel to Kisoji for a water purification ritual; learn the exchange of meishi and help celebrate Obon. Later, Tony attends a Hanshin Tigers game. In China, a country Tony has never visited, he attempts to tackle as much of its cuisine and culture as he can in a short period of time. Beijing is Tony's first stop, where he samples Peking duck, the nasty bits of a sheep, and a variety of noodles at a noodle house. Tony gets a lesson in Chinese calligraphy and visits a doctor for some traditional Chinese medicine such as acupuncture, fire cupping, and electroacupuncture. From there, Tony is off to Sichuan province, where he receives an unorthodox ear cleaning, visits the Jianfu Temple, center of Taoism during the Tang dynasty, and samples Szechuan hotpot. He ends his visit in a village outside of Chengdu for a family dinner that uses the old methods of Chinese cooking.",1,34.693738,135.502165,3,March,1,67,Asia,2,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Asia Special: China & Japan,2006
3/27/2006,"March 27, 2006",Xi’an,China,27,"In this special two-hour season two premiere, Tony's culinary journey takes him to the main hubs of Asian cuisine: Japan and China. In Japan, he visits Osaka, where he learns all about the Hanshin Tigers-Yomiuri Giants baseball rivalry; to Japan's version of vaudeville, manzai; and to kuidaore (eating oneself to ruin) where he samples takoyaki, okonomiyaki and later sushi. From there, Tony meets up with an old friend, Michiko, and they travel to Kisoji for a water purification ritual; learn the exchange of meishi and help celebrate Obon. Later, Tony attends a Hanshin Tigers game. In China, a country Tony has never visited, he attempts to tackle as much of its cuisine and culture as he can in a short period of time. Beijing is Tony's first stop, where he samples Peking duck, the nasty bits of a sheep, and a variety of noodles at a noodle house. Tony gets a lesson in Chinese calligraphy and visits a doctor for some traditional Chinese medicine such as acupuncture, fire cupping, and electroacupuncture. From there, Tony is off to Sichuan province, where he receives an unorthodox ear cleaning, visits the Jianfu Temple, center of Taoism during the Tang dynasty, and samples Szechuan hotpot. He ends his visit in a village outside of Chengdu for a family dinner that uses the old methods of Chinese cooking.",1,34.341574,108.93977,3,March,1,68,Asia,2,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Asia Special: China & Japan,2006
4/3/2006,"April 3, 2006",Miami,United States,3,"Anthony Bourdain begins his outer Miami exploration in the vibrant Creole enclave of Little Haiti. He heads to the vast subtropical preserves of the Everglades. In South Beach, he visits a dive bar, Club Deuce and Loco Taqueria.",2,25.76168,-80.19179,4,April,1,69,North America,2,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,Florida,South Florida,2006
4/3/2006,"April 3, 2006",Key West,United States,3,"Anthony Bourdain begins his outer Miami exploration in the vibrant Creole enclave of Little Haiti. He heads to the vast subtropical preserves of the Everglades. In South Beach, he visits a dive bar, Club Deuce and Loco Taqueria.",2,24.555059,-81.779987,4,April,1,70,North America,2,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,Florida,South Florida,2006
4/10/2006,"April 10, 2006",Cusco,Peru,10,"Tony meets famous Peruvian chef Gastón Acurio, tries Peruvian Ceviche and goes sightseeing in the capital city, Lima. Then he travels to a village in Tambopata, the Peruvian jungle, and tries piranhas and goes through unique experiences. Finally he visits the city of Cusco to try new stuff in a local market and Machu Picchu, where he tries to find peace of mind.",3,-13.53195,-71.967463,4,April,1,71,South America,2,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Peru,2006
4/10/2006,"April 10, 2006",Lima,Peru,10,"Tony meets famous Peruvian chef Gastón Acurio, tries Peruvian Ceviche and goes sightseeing in the capital city, Lima. Then he travels to a village in Tambopata, the Peruvian jungle, and tries piranhas and goes through unique experiences. Finally he visits the city of Cusco to try new stuff in a local market and Machu Picchu, where he tries to find peace of mind.",3,-12.046373,-77.042754,4,April,1,72,South America,2,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Peru,2006
4/10/2006,"April 10, 2006",Machu Picchu,Peru,10,"Tony meets famous Peruvian chef Gastón Acurio, tries Peruvian Ceviche and goes sightseeing in the capital city, Lima. Then he travels to a village in Tambopata, the Peruvian jungle, and tries piranhas and goes through unique experiences. Finally he visits the city of Cusco to try new stuff in a local market and Machu Picchu, where he tries to find peace of mind.",3,-13.163141,-72.544963,4,April,1,73,South America,2,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Peru,2006
4/10/2006,"April 10, 2006",Tambopata,Peru,10,"Tony meets famous Peruvian chef Gastón Acurio, tries Peruvian Ceviche and goes sightseeing in the capital city, Lima. Then he travels to a village in Tambopata, the Peruvian jungle, and tries piranhas and goes through unique experiences. Finally he visits the city of Cusco to try new stuff in a local market and Machu Picchu, where he tries to find peace of mind.",3,-12.582529,-69.193276,4,April,1,74,South America,2,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Peru,2006
4/17/2006,"April 17, 2006",Inukjuak,Canada,17,"Tony visits the province of Quebec in Canada. He visits a duck farm with famed chef Martin Picard, then enjoys a decadent, foie gras-heavy meal at Picard's restaurant, Au Pied de Cochon in Montreal. He flies north to go seal hunting with the Inuit. He also enjoys poutine at La Banquise, sausages with maple syrup at a sugar house, and Montreal-style bagels, and learns to play hockey.",4,58.455121,-78.105103,4,April,1,75,North America,2,No Reservations,https://www.imdb.com/title/tt0933410/locations?ref_=tt_dt_dt,,Quebec,2006
4/17/2006,"April 17, 2006",Marieville,Canada,17,"Tony visits the province of Quebec in Canada. He visits a duck farm with famed chef Martin Picard, then enjoys a decadent, foie gras-heavy meal at Picard's restaurant, Au Pied de Cochon in Montreal. He flies north to go seal hunting with the Inuit. He also enjoys poutine at La Banquise, sausages with maple syrup at a sugar house, and Montreal-style bagels, and learns to play hockey.",4,45.432629,-73.160204,4,April,1,76,North America,2,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Quebec,2006
4/17/2006,"April 17, 2006",Montreal,Canada,17,"Tony visits the province of Quebec in Canada. He visits a duck farm with famed chef Martin Picard, then enjoys a decadent, foie gras-heavy meal at Picard's restaurant, Au Pied de Cochon in Montreal. He flies north to go seal hunting with the Inuit. He also enjoys poutine at La Banquise, sausages with maple syrup at a sugar house, and Montreal-style bagels, and learns to play hockey.",4,45.501689,-73.567256,4,April,1,77,North America,2,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Quebec,2006
4/17/2006,"April 17, 2006",Rigaud,Canada,17,"Tony visits the province of Quebec in Canada. He visits a duck farm with famed chef Martin Picard, then enjoys a decadent, foie gras-heavy meal at Picard's restaurant, Au Pied de Cochon in Montreal. He flies north to go seal hunting with the Inuit. He also enjoys poutine at La Banquise, sausages with maple syrup at a sugar house, and Montreal-style bagels, and learns to play hockey.",4,45.483074,-74.282199,4,April,1,78,North America,2,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Quebec,2006
4/24/2006,"April 24, 2006",Stockholm,Sweden,24,"Anthony Bourdain is off to investigate Sweden, 'a land of contrasts'. He is hoping to dispel the myths of tall blonds, Swedish meatballs, and ABBA.",5,59.329323,18.068581,4,April,1,79,Europe,2,No Reservations,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations,,Sweden,2006
5/1/2006,"May 1, 2006",Bayam,Puerto Rico,1,"Tony visits Puerto Rico and tries to see the less-touristic side of the island. After a bad start drinking a piña colada at the bar where the drink was invented, he enjoys roast pork at a lechonera, as well as mofongo, goes scuba-diving in an unsuccessful attempt to catch a giant lobster, and tries horseback riding. He also searches for the mythical chupacabra and goes sparring with boxing champion Miguel Cotto. He visits a music festival and enjoys chicharrón in Bayamón.",6,18.220833,-66.590149,5,May,1,80,Central America,2,No Reservations,https://www.imdb.com/title/tt0933412/locations?ref_=tt_dt_dt,,Puerto Rico,2006
